D5U8V1,D1AK27,0.2
H8IT13,G8X0L9,0.16665
B9L3Y5,36544,0.020825
I0JRD6,29790,0.0208375
Q2II91,A0R7G0,0.0294
53874,53798,0.0777445
Q1IK96,30037,0.025
B9L4G9,22396,0.0416666
B3DVF7,51895,0.0208334
A0A0H2YQA5,46229,0.03125
Q7UP33,E0RHG8,0.04545
57581,57578,0.1326
34314,34310,0.0208334
Q2IQN3,C7QBZ6,0.1
H6RD09,A9F8A4,0.16665
M1NTQ9,A8HY39,0.03125
H8IPS0,28973,0.023
R4LK19,E6SDQ3,0.0294
15554,15550,0.0201
F8A0V6,55722,0.061207
Q025W3,D8PHA3,0.0294
Q728F0,A0QZK2,0.08335
37035,37032,0.0208334
B2KBE1,16189,0.05625
40671,31031,0.0238167
32461,32460,0.0416666
Q3Z7Q7,31949,0.0208334
32134,32133,0.0286437
F4GZ19,73105,0.041675
29490,29459,0.05555
C7LZC5,23860,0.0476333
Q7UHV1,Q2IHC7,0.1
Q5YTQ7,E1VV74,0.3636
C7PZ94,25367,0.027775
73165,73164,0.0341375
Q87W80,42536,0.0277833
K0EUG2,C7QHJ7,0.07145
34431,34430,0.068175
25345,25341,0.03125
52852,52839,0.205618
73859,73852,0.034765
Q6NIX5,B1HZR4,0.03335
F7YYM4,A9BI90,0.2
Q2II91,D1BBL8,0.0625
R4LH30,N0AUU8,0.0926
47634,47632,0.161291
Q602V3,F5YSW4,0.08335
F6EK08,B5GQH9,0.3333
I0IHT5,D2PP43,0.1
I0IKN5,F9VL08,0.07145
74375,74374,0.020535
F8ABY5,D3PDX2,0.3077
A9GG81,45713,0.03125
F8II09,25482,0.027775
H2JQ85,D7AT48,0.0769
53876,53858,0.0670105
F8AYD2,32215,0.05
Q3ACL5,E3GDY2,0.1
24607,24606,0.08959
20150,20149,0.096725
45783,45779,0.0949265
43151,43150,0.0229188
E8QWV9,B2UPK6,0.02085
F5Z304,32697,0.0625
E3HCC1,A0A829HYY0,0.07145
D3E8G1,B5QSD2,0.1111
73746,73743,0.02395
C7PWG3,A9B7Q8,0.1
I0AG80,A1AQ59,0.05555
J9ZBK5,H6RXE4,0.1
F5Z2D1,34270,0.0476167
Q2LU84,26693,0.03125
C8XK74,34759,0.05
L0J4W4,F0M925,0.25
Q7UTW7,46186,0.0370333
10580,10102,0.0228875
43204,36631,0.05555
37174,37172,0.0256333
E4N0T7,D3F657,0.0625
48912,48911,0.12175
19915,19914,0.126264
I0JRK9,F0RQ60,0.1
D3F207,22542,0.0416666
38368,38363,0.0208334
F5Z2D1,34373,0.03125
I0ID52,I0HIS0,0.04545
42881,38350,0.0256333
A0RHA4,31460,0.0740665
E8PL40,D7CVP2,0.125
E4N0V3,30388,0.05
R4LK19,A4X9N3,0.1429
39340,39339,0.0222222
26331,26327,0.0208334
C6WGS3,34317,0.035725
38241,37967,0.0202
G8WUL4,D5UC73,0.08335
Q1D8R0,73768,0.022725
I1XLR9,35567,0.133333
Q728Y7,A0QYF8,0.08335
41973,41972,0.027775
D5UE83,A8HYZ7,0.2222
31407,31406,0.0444445
B1ZSW6,28978,0.022725
Q74BT2,B5EG90,0.0238
35235,35223,0.071425
F4CY73,73839,0.0231
11338,11329,0.0666665
D3FFD4,25057,0.020825
F7XVB6,E6UG44,0.16665
27345,27344,0.0277833
E3IWA7,31694,0.025
B9L3D7,A4FQ57,0.08335
B0TDK0,32152,0.025
Q9KBE0,Q1DBH4,0.08335
43584,43579,0.0303
36531,36523,0.0370417
Q606V2,A9HK51,0.05
L0RB79,F9ZXS0,0.1
F4H6Q3,C9ZFX8,0.16665
F4H2P0,34995,0.03125
H2K5L9,32766,0.0208375
28865,28864,0.03125
Q7UY89,Q7UXJ2,0.125
E6U3P8,45555,0.041675
A9WL84,30544,0.14285
38261,38260,0.0202
E3GPY4,73341,0.0235375
15989,15988,0.0230472
C9ZF92,A9WQG1,0.1
G8WQR9,32067,0.025
I4F3F1,45501,0.0416666
Q72BZ2,D7BXF3,0.1
I6Y1F5,I0H266,0.1
Q8RAX1,B3DZ66,0.02175
19801,19800,0.0671595
E0RGX7,A9GJN0,0.05
J9SLG8,H6RSC9,0.0625
Q9FBX6,B5GZF0,0.05555
73862,73860,0.0202547
R4LHB6,47705,0.020825
55641,55624,0.0400136
I0IHB4,33750,0.0238167
R4LK19,H2JZL0,0.025
G8M2Y6,41040,0.0238167
41785,16276,0.0303
Q72QU3,F6B3U0,0.03125
D1BJS0,B9L1Y6,0.2222
B5EHT4,B3E0A9,0.0625
38525,38522,0.0208334
37547,33440,0.0277778
38596,32510,0.0208375
B8GMY4,36007,0.022725
C6D643,38033,0.035725
C8X254,A6LN56,0.0588
Q0C4F1,15897,0.06249
51899,51898,0.0666665
33608,33606,0.0412111
21218,21217,0.043624
31490,31489,0.03125
F4H2P0,31264,0.0277833
29122,29121,0.03125
23843,23842,0.03125
I0H2H5,C1A8Q5,0.08335
21069,21062,0.070814
B7IDX5,47334,0.020825
H2K2P4,C9Z131,0.1
Q0C074,41837,0.025
I0IDS7,24923,0.0238167
53786,53785,0.113068
B8D2F9,30222,0.0333333
15051,15038,0.0206965
Q2IF37,15301,0.0303
C5BY38,58111,0.115393
D3F8V8,17973,0.102278
32811,32810,0.0416625
F8AV64,A9CET9,0.5
33103,33102,0.0258
25449,25445,0.05
Q67P02,C1A428,0.16665
38864,25271,0.0208375
C0ZEC0,30304,0.035725
R4LTS0,E2PX04,1.0
Q2JDK4,24429,0.2
Q6MSR3,E6UG44,0.2
L0IR45,F5Z3U4,0.1429
I4EW78,39648,0.027775
Q2IJS6,F4D1D6,0.0625
28067,28066,0.0303625
K7Z6I2,I0I4E1,0.05
A1AMX1,15898,0.06275
C7RF27,C7RC39,0.02175
15834,15833,0.0208375
25922,25875,0.0208375
D7C7I6,26750,0.025
F6B579,31131,0.041675
Q7UUA8,B7GJK3,0.08335
G0A6V8,F9ZYV5,0.04165
G8WQD4,41292,0.04165
36466,36463,0.0416625
G8XEY7,D2Q1T0,0.02275
A8FC21,39071,0.0208334
16244,15919,0.0333333
Q0BY20,A0A0H3C9U9,0.5
E0RKT3,15357,0.03125
Q2J4X3,E4N0T7,0.08335
32743,32742,0.0476167
D5UFS6,36441,0.041675
C7Q8L4,C5C6U5,0.0652
Q2J4I3,E3J5D0,1.0
Q8A5K6,A9AWK5,0.1
D7CUI6,37539,0.03125
F3ZW73,37519,0.0238167
E4N5S8,C7LXU2,0.1
C7R2G0,C6D7B2,0.03335
35217,35209,0.0208334
E8NEF3,41543,0.022725
D3PXH6,55396,0.0238167
F2NPB8,45728,0.05
Q7UXX1,33433,0.041675
40741,40740,0.0625
C0ZBQ3,C0Z8D4,0.125
I4EX22,E8N8Y7,0.1
R4LMB9,Q2JGA3,0.1333
I4EQI7,H6RP48,0.07145
R4LLD7,H2JQU5,0.125
G0A0U3,39905,0.020825
D5XFA0,C3PKU0,0.05555
73956,73846,0.0863125
E3GQH7,A5MZP3,0.1538
D4MJW0,31949,0.0238167
Q2IKK5,27184,0.027775
39693,39692,0.0208375
H2J594,44866,0.03125
R4LHZ4,F5Z2D0,0.05555
17540,17539,0.0293222
E8N4M3,A5V249,0.2
I0H2N9,A9EVI9,0.05
34697,34694,0.0208334
2598,2597,0.061772
M1NNT4,A7H8B3,0.08335
F8IJ25,B9L1Y6,0.05555
F2F0M7,33818,0.041675
Q9X8S4,B5GNZ4,0.1429
25862,25861,0.0278393
55489,55488,0.05835
Q67JC6,C5C277,0.0625
Q2J5M2,A6WB28,0.05555
C5D8B3,A0A7U6JEE8,0.05555
Q1DA96,A7HCH3,0.0625
37116,34615,0.0208375
Q885R8,I0AHR9,0.08335
L7VT35,57482,0.357254
F7YXU4,A8F5E6,0.375
D8PEY9,38881,0.0277833
D1BJG5,55968,0.0625
55408,55405,0.0227405
Q4JTI1,D6ZJI2,0.04165
E2Q4F7,73160,0.02885
B3E9B4,24299,0.0208334
22486,22485,0.03125
Q39S69,A1AMX1,0.0769
30281,30279,0.05
36796,36790,0.03125
A7HBU4,73112,0.0294
M4VGY5,E6TVN0,0.05555
43171,40681,0.03125
Q39S69,B2V8C8,0.55
I0IC57,F5YRU6,0.1
Q03VK2,I0IM36,0.07145
J7IKV2,A8HR56,0.04255
Q8R8D2,G2MRL6,0.15
D3QZN0,22897,0.0208334
35797,30500,0.027775
Q73RB1,A0A1E5IK84,0.0625
38597,38596,0.025
C5CDB2,39975,0.0625
Q0BY20,39606,0.16665
15877,15806,0.0967
A0A7U6GFS8,40188,0.05714
Q0BY98,63413,0.0370333
E4TH50,E3HBD1,0.125
A8F505,57486,0.0213222
25368,25367,0.05555
51296,51295,0.021072
73660,73565,0.027775
15913,15907,0.11157
H6NSS2,E6TT27,0.0625
29586,29585,0.0416625
Q67N72,F2J4J0,0.0625
43583,43582,0.0416625
C7RF72,B1HPC6,0.0357
42161,37693,0.0208375
Q6MTL3,37215,0.03636
H2JLU8,45321,0.0239333
C6WMZ4,30392,0.025
36343,36297,0.0391621
D1AMT7,A6M0E3,0.1
G2TMK7,A0A1E5IML9,0.1
J9Z0P4,46131,0.03125
B5EIN1,A1ALY6,0.4
F0RJ23,41471,0.0625
32638,29385,0.0208375
C7LZC5,23862,0.0333333
Q82YM0,E0RFT6,0.1
38563,38561,0.025
19896,19884,0.057534
C8XJB8,C7QCQ3,0.07145
D1BJB3,22871,0.05
K0EVA8,30819,0.035725
35216,35215,0.05
D1BNM6,24379,0.0208334
I0IHI0,38385,0.025
G0HF25,F4H1B9,0.1
D3FCP5,A8HY39,0.04545
38044,38042,0.0208334
B8D0P2,B2V8T3,0.125
A7MDF9,31490,0.03125
37019,37017,0.0208312
I6T445,62724,0.02885
Q5YXC6,A9WP75,0.04545
45439,45438,0.0200048
Q1D712,B9L4G9,0.08335
Q9RI69,C7NGE5,0.07145
Q2LW10,16189,0.0658
A0A7U6JFH3,42603,0.022725
Q726I3,D9PNM9,0.0625
D3F657,25661,0.068175
F0M954,36110,0.113837
40952,32310,0.0208334
C1A707,C1A5X2,0.1892
D5XCH9,C5CE60,0.125
F4GJR6,C0Z6N0,0.125
D7C431,15828,0.0471125
C9ZDD2,C8XK74,0.03335
Q0AY98,A0A7I6GVT3,0.25
F7ZZS7,D3RRC1,0.05555
Q6A939,22611,0.0444334
I0HBF6,44081,0.0833335
J7IKV2,74440,0.0272834
Q8GF60,31959,0.041675
27756,27749,0.0709475
I4EQI7,D1C0T0,0.08335
F4CXF1,B0RCK8,0.04165
D3Q358,D2SBQ2,0.16665
Q1JJR7,E1R9L4,0.125
Q0BZE4,12892,0.0301
Q2LW10,15909,0.241489
L0EFL9,42185,0.0625
31908,31907,0.04545
D7B1C9,28655,0.027775
G4L9C5,C7RI14,0.05
H6RXE4,C7NLV5,0.08335
F4H0K8,F0M3C0,0.4286
Q5H1N7,16097,0.0625
25922,25919,0.0333333
R4LKJ4,C0ZDG8,0.1667
10147,10125,0.0378222
E6S8L5,C8XHW5,0.08335
I4BS27,G8RSP9,0.2
Q1AWI3,K4KYE8,0.05555
K0F2E7,23816,0.025
Q5NP05,43403,0.020825
39013,39012,0.104163
L7VNR5,28769,0.0740665
D1AHN2,A1AKE5,0.03125
L0KCM1,B5YJ19,0.125
B5YHK8,B2KBE1,0.2857
2534,2122,0.0251304
C6WJU4,41782,0.025
R4LMW6,Q2JBJ4,0.25
H2J882,A0A1E5IMX0,0.0357
31066,31065,0.0416666
Q2IF37,H6NK31,0.025
B0TBR2,42460,0.0208375
D2SDM5,A6W7L9,0.25
28516,28515,0.0208334
Q1JKI6,36710,0.0208334
A4F820,34944,0.027775
C7PYI4,A7HB22,0.03805
A0L575,A0JSV7,0.02275
40750,40749,0.0416625
G8WUN1,C7Q2R4,0.2
16098,15801,0.0376
38758,38747,0.0324111
Q83DD3,C6WNK3,0.0625
55491,55473,0.0403111
C9R7N5,31161,0.025
43954,43953,0.0208312
32361,32355,0.03125
15616,15551,0.0345385
27603,27598,0.0480635
32776,32775,0.0476167
33764,33763,0.0476167
R4LB38,Q5YZP1,0.25
D3F8V7,18049,0.02185
A1AMJ1,26905,0.0208334
Q2IK79,D1BS04,0.1
31468,31467,0.071425
D3T8C8,D3G183,0.2222
C9RDG5,39996,0.0238167
D2PUF3,33131,0.027775
C9ZCH9,47417,0.025
Q73Q49,F8B6Q4,0.05555
42705,42704,0.0703125
A5I2M5,32463,0.0625
E4N3F8,E3J9W5,1.0
16068,16067,0.0912515
Q9R3P2,C9Z4M2,0.2308
32417,32416,0.0625
Q7ULZ8,Q3Z6F2,0.05
F2JMU3,A0L4L4,0.03845
I4F3F1,34174,0.027775
N0APR5,26024,0.03125
D2SDB7,B1ZN68,0.05
51041,51039,0.0208334
A5I418,30064,0.05
D7C522,47627,0.0277833
C7M2Q9,29016,0.03125
E6SDQ3,E4N7X1,0.05555
51778,51776,0.0416625
G8WWN0,B0RF13,0.4
40729,30729,0.0208375
Q5NPQ0,Q1CYH8,0.04165
I0H2G9,34520,0.027775
F6EG92,C4LI59,0.8
A0A1E5IMZ9,A0A1E5IK48,0.3333
31922,31921,0.05555
Q830Q9,C7RFS8,0.1
E4NEE7,55424,0.0387143
22738,22735,0.025
D6Y239,C7RB12,0.125
42118,40941,0.0208334
Q28RH6,10209,0.022725
Q7UVT8,C7NF80,0.04545
I0H959,D2S3T7,0.07145
Q6AGD4,I4BQZ5,0.08335
36544,36541,0.05555
K0EX65,25242,0.041675
K0F1U0,E2PZF4,0.08335
42104,42097,0.03
A9WL39,42485,0.035725
C1P620,33657,0.022725
15595,15551,0.0477471
12869,12836,0.146372
Q2IQB4,59250,0.0541665
39404,39401,0.0244083
D7C431,22910,0.0303
B7ICQ7,39789,0.027775
A8F505,A5IKY6,0.0357
Q832B5,F8IJ16,0.125
D8PAF0,D5UQ13,0.16665
33209,33206,0.027775
34474,33505,0.02175
E6UIS8,39617,0.0277833
42690,42689,0.0208334
20987,20986,0.04327
C8VZM8,32699,0.0416666
E6U3P8,45552,0.09375
B9L5Q4,35260,0.125
Q28RH6,C5CBY4,0.05
19797,19794,0.0396978
Q28RH6,I0HE39,0.04545
B0VF90,38209,0.027775
R4LDT1,D7C3D6,0.1538
D3E9Z1,44271,0.041675
732,731,0.16875
Q3A2Y9,E8N8Y7,0.0238
F4CTV0,A9HCY8,0.08335
42641,30942,0.0208375
Q60A93,F8A7U9,0.0625
D6Y9L4,C8X8M4,0.08335
39690,22717,0.0208375
36476,31332,0.0208375
Q6MRT7,A5CVK8,0.16665
51294,51293,0.0829735
C7NLV5,40625,0.0277833
I0IHT5,47257,0.05
B2A1R8,A5N1H7,0.1
H2JJY0,C5BVH4,0.03335
Q5L140,A7MDL9,0.03335
Q7UHS4,F3YTN8,0.16665
Q021S5,A0A0H3IXN5,0.1
31772,31653,0.0416625
D3Q6T3,40667,0.1111
Q602V3,31325,0.0208334
41988,35945,0.041675
M4VW52,E6U8A5,0.15
B8GMY4,42286,0.0416666
15674,15668,0.0272077
UPI00022B93D1,B9L414,0.16665
32793,32792,0.025
Q73LU7,E3GDI6,0.08335
O31926,41950,0.035725
E8R6D1,C7NGT3,0.16665
C8XDI3,40103,0.025
52239,52238,0.054445
A0QZK2,41289,0.05
20987,20984,0.0233333
Q5YVA7,D3F7P9,0.08335
39883,39882,0.022725
A4FHQ2,33575,0.027775
F4CY73,C6WGZ8,0.05555
55428,55424,0.0200685
Q9X7Q0,C8XI36,0.0625
33098,33097,0.04545
D3F657,D0LQ05,0.03845
D2PLZ6,B5GM98,0.16665
Q2JAE6,51279,0.061511
D7BTN6,A7H7E3,0.05555
Q1ILR8,16163,0.03125
F4GYM3,D2SD65,0.125
C6WGS3,41156,0.0208375
41518,31166,0.0208375
Q3A2Y9,15981,0.181925
A5UQY7,73156,0.0960165
A8ING0,15281,0.068175
H6RD09,C4XHC4,0.16665
33211,28787,0.04545
A5N5Q3,A0A1E5IIZ5,0.08335
UPI00022B9A51,47470,0.0238167
19977,19800,0.024953
50547,50543,0.0386773
Q2LW10,16185,0.068625
Q1MPX1,Q0BZE4,0.2824
74220,74218,0.0208334
C5BYJ6,29030,0.035725
F4BN08,39583,0.0416625
Q8A4M4,36850,0.041675
G4L862,F0RQ60,0.125
21218,21214,0.0406254
34454,34452,0.0476167
E8NC03,35417,0.041675
44865,44864,0.0476167
38416,38415,0.03125
D6Y6F5,C9ZCH9,0.1
Q7URW7,G2MVU5,0.5
41411,41410,0.0945615
31573,31529,0.0208375
K8E5M7,B0VF90,0.0625
D2SEC8,33868,0.03125
41328,41325,0.0238083
A4FLR5,55601,0.03225
39839,39836,0.0208334
E6SDQ3,25285,0.0208375
73850,73848,0.0518195
22153,22152,0.0634875
B1HV76,40188,0.03733
E8PK25,A0QS11,0.1
34649,34646,0.0476167
I4BWL1,F8C581,0.125
E6UJJ9,31423,0.035725
UPI00022B975D,E8N4E9,0.1
D6ZI76,C3PJR9,0.04545
P9WJ11,22922,0.035725
B2A3C9,33956,0.0277833
C6WDZ3,73116,0.0365333
I0H0F7,D5ST66,0.08335
Q2IQQ3,12529,0.05
Q39PR7,16301,0.03125
73193,73192,0.0256416
F8AX42,40976,0.0208375
33177,33175,0.0416625
10136,10125,0.0377555
35697,35696,0.0333333
E4N568,B8GS42,0.03335
D3F100,29997,0.022725
A1AMX1,16189,0.115675
23551,23550,0.025
F2J6E3,A9HRH7,0.125
B3DYD0,41814,0.025
22874,22871,0.025
I0HE90,A0QW45,0.05
I2F339,28919,0.022725
37894,37888,0.083325
Q2INU6,34838,0.035725
39244,39241,0.0208334
Q72AE1,C7M2M8,0.125
52919,52916,0.03667
46397,36308,0.0208375
37201,37199,0.0370333
Q2II91,42937,0.025
C6WDZ3,73114,0.0833335
F4CY73,25657,0.035725
28803,28801,0.0238083
11343,11342,0.033805
D3SQH3,21070,0.03157
Q7UIG4,33705,0.0208375
19942,19806,0.0375
E3GR15,33263,0.0625
Q5L1F2,E3GF04,0.2857
Q7UIQ5,32006,0.125
I2F1K5,32658,0.0208334
H2J882,28185,0.0357167
K7ZGJ9,E3HBN2,0.07145
C7RI14,41847,0.022725
E3GNF7,26731,0.035725
B5YAC8,A0A1E5IIC8,0.16665
F6FSN7,34311,0.025
Q1CX71,C9Z0Y9,0.04545
Q5YWX9,K0EWG3,0.4
Q6AC00,D2SBQ2,0.07145
P0AAV6,C7QHJ7,0.125
D7ARY2,44067,0.05555
19492,19485,0.0334709
Q38XV9,37522,0.05
26762,26760,0.104239
G7W580,31047,0.03125
I0IDQ4,40616,0.03125
16190,16189,0.09325
O31944,B3CPH6,0.1667
J7ITI1,C7PYI4,0.0247
E4N4P2,A7HIA4,0.08335
D4JEI5,33033,0.025
45209,45198,0.031864
Q97HV0,H6LIW5,0.07145
74220,74219,0.0666665
34601,34600,0.03125
36036,36014,0.0772875
H6RQS6,D2S8F2,0.2857
Q1JN12,29586,0.0625
A9WAF0,31174,0.027775
G2TQY6,36881,0.05
Q8FTI8,I0IBZ0,0.25
P0AF45,37479,0.025
Q6AS23,50101,0.025
51534,24606,0.0251938
A8HR56,15305,0.0244167
L7VI76,B7IGJ3,0.125
